,Date,Count,date,TMAX,PRCP,AWND
453,2014-03-30,896,2014-03-30,83.0,246.0,84.0
454,2014-03-31,8158,2014-03-31,183.0,0.0,60.0
455,2014-04-01,9371,2014-04-01,189.0,0.0,20.0
456,2014-04-02,8886,,,,
457,2014-04-03,9107,2014-04-03,183.0,3.0,20.0
458,2014-04-04,8877,2014-04-04,144.0,0.0,33.0
459,2014-04-05,10754,2014-04-05,133.0,0.0,54.0
460,2014-04-06,9817,2014-04-06,156.0,0.0,19.0
461,2014-04-07,2801,2014-04-07,72.0,102.0,26.0
462,2014-04-08,8849,2014-04-08,167.0,0.0,42.0
463,2014-04-09,9873,2014-04-09,183.0,0.0,31.0
464,2014-04-10,11241,2014-04-10,211.0,0.0,43.0
465,2014-04-11,11432,2014-04-11,267.0,10.0,47.0
466,2014-04-12,15564,2014-04-12,233.0,0.0,21.0
467,2014-04-13,14419,2014-04-13,283.0,0.0,50.0
468,2014-04-14,10574,2014-04-14,244.0,0.0,66.0
469,2014-04-15,1816,2014-04-15,194.0,312.0,67.0
470,2014-04-16,7771,2014-04-16,89.0,0.0,47.0
471,2014-04-17,8624,2014-04-17,122.0,0.0,29.0
472,2014-04-18,9341,2014-04-18,133.0,0.0,13.0
473,2014-04-19,11926,2014-04-19,194.0,0.0,24.0
474,2014-04-20,9513,2014-04-20,167.0,0.0,27.0
475,2014-04-21,9670,2014-04-21,211.0,0.0,10.0
476,2014-04-22,9108,2014-04-22,217.0,10.0,28.0
477,2014-04-23,8925,2014-04-23,144.0,0.0,75.0
478,2014-04-24,9804,2014-04-24,172.0,0.0,30.0
479,2014-04-25,7574,2014-04-25,206.0,86.0,32.0
480,2014-04-26,11510,2014-04-26,228.0,0.0,40.0
481,2014-04-27,11041,2014-04-27,183.0,0.0,31.0
482,2014-04-28,6415,2014-04-28,161.0,43.0,29.0
483,2014-04-29,3115,2014-04-29,94.0,302.0,35.0
484,2014-04-30,1793,2014-04-30,144.0,1013.0,30.0
485,2014-05-01,9578,2014-05-01,244.0,33.0,29.0
486,2014-05-02,10333,2014-05-02,194.0,0.0,30.0
487,2014-05-03,11182,2014-05-03,217.0,0.0,18.0
488,2014-05-04,10512,2014-05-04,261.0,0.0,51.0
489,2014-05-05,8087,2014-05-05,172.0,58.0,31.0
490,2014-05-06,10403,2014-05-06,222.0,0.0,9.0
491,2014-05-07,8562,2014-05-07,172.0,46.0,24.0
492,2014-05-08,10404,2014-05-08,306.0,0.0,13.0
493,2014-05-09,10409,2014-05-09,256.0,0.0,24.0
494,2014-05-10,8231,2014-05-10,250.0,30.0,33.0
495,2014-05-11,10969,2014-05-11,267.0,0.0,24.0
496,2014-05-12,9434,2014-05-12,294.0,20.0,20.0
497,2014-05-13,9930,2014-05-13,322.0,5.0,21.0
498,2014-05-14,9721,2014-05-14,183.0,0.0,22.0
499,2014-05-15,9400,2014-05-15,256.0,485.0,38.0
500,2014-05-16,8033,2014-05-16,206.0,500.0,48.0
501,2014-05-17,11203,2014-05-17,183.0,0.0,26.0
502,2014-05-18,10207,2014-05-18,183.0,0.0,31.0
503,2014-05-19,10433,2014-05-19,211.0,0.0,19.0
504,2014-05-20,10847,2014-05-20,250.0,0.0,9.0
505,2014-05-21,8503,2014-05-21,250.0,18.0,11.0
506,2014-05-22,10326,2014-05-22,294.0,0.0,42.0
507,2014-05-23,10399,2014-05-23,250.0,0.0,55.0
508,2014-05-24,10525,2014-05-24,239.0,0.0,36.0
509,2014-05-25,12085,2014-05-25,267.0,0.0,17.0
510,2014-05-26,10689,2014-05-26,294.0,0.0,16.0
511,2014-05-27,8221,2014-05-27,306.0,122.0,24.0
512,2014-05-28,9922,2014-05-28,294.0,206.0,27.0
513,2014-05-29,5307,2014-05-29,150.0,84.0,26.0
514,2014-05-30,10805,2014-05-30,222.0,3.0,19.0
515,2014-05-31,12074,2014-05-31,256.0,0.0,27.0
516,2014-06-01,10932,2014-06-01,239.0,0.0,25.0
517,2014-06-02,10355,2014-06-02,261.0,0.0,34.0
518,2014-06-03,10367,2014-06-03,289.0,33.0,24.0
519,2014-06-04,10166,2014-06-04,300.0,183.0,21.0
520,2014-06-05,10737,2014-06-05,256.0,0.0,39.0
521,2014-06-06,11809,2014-06-06,250.0,0.0,25.0
522,2014-06-07,11840,2014-06-07,272.0,0.0,10.0
523,2014-06-08,10588,,,,
524,2014-06-09,10496,2014-06-09,283.0,8.0,19.0
525,2014-06-10,9548,2014-06-10,294.0,0.0,19.0
526,2014-06-11,8612,2014-06-11,289.0,193.0,29.0
527,2014-06-12,9210,2014-06-12,250.0,89.0,29.0
528,2014-06-13,9457,2014-06-13,267.0,196.0,21.0
529,2014-06-14,11894,2014-06-14,233.0,0.0,41.0
530,2014-06-15,11036,2014-06-15,272.0,0.0,10.0
531,2014-06-16,10432,2014-06-16,322.0,0.0,10.0
532,2014-06-17,10506,2014-06-17,328.0,0.0,23.0
533,2014-06-18,9991,2014-06-18,328.0,0.0,23.0
534,2014-06-19,10424,2014-06-19,283.0,0.0,30.0
535,2014-06-20,11634,2014-06-20,278.0,0.0,20.0
536,2014-06-21,9806,2014-06-21,217.0,36.0,19.0
537,2014-06-22,10828,2014-06-22,261.0,0.0,18.0
538,2014-06-23,10838,2014-06-23,272.0,0.0,31.0
539,2014-06-24,11169,2014-06-24,283.0,0.0,42.0
540,2014-06-25,10196,2014-06-25,311.0,0.0,30.0
541,2014-06-26,10965,2014-06-26,300.0,0.0,41.0
542,2014-06-27,10639,2014-06-27,294.0,3.0,25.0
543,2014-06-28,10850,2014-06-28,283.0,0.0,25.0
544,2014-06-29,10778,2014-06-29,283.0,0.0,28.0
545,2014-06-30,10471,2014-06-30,306.0,0.0,30.0
546,2014-07-01,10502,2014-07-01,328.0,0.0,40.0
547,2014-07-02,9565,2014-07-02,350.0,79.0,29.0
548,2014-07-03,8598,2014-07-03,311.0,25.0,15.0
549,2014-07-04,11897,2014-07-04,261.0,43.0,62.0
550,2014-07-05,12826,2014-07-05,267.0,0.0,22.0
551,2014-07-06,10926,2014-07-06,294.0,0.0,34.0
552,2014-07-07,10053,2014-07-07,317.0,0.0,50.0
553,2014-07-08,8543,2014-07-08,333.0,102.0,47.0
554,2014-07-09,8799,2014-07-09,306.0,0.0,22.0
555,2014-07-10,8689,2014-07-10,300.0,107.0,15.0
556,2014-07-11,11229,2014-07-11,294.0,0.0,17.0
557,2014-07-12,11512,2014-07-12,306.0,0.0,33.0
558,2014-07-13,9341,2014-07-13,317.0,5.0,41.0
559,2014-07-14,8539,2014-07-14,322.0,48.0,14.0
560,2014-07-15,7852,2014-07-15,306.0,89.0,15.0
561,2014-07-16,11308,2014-07-16,261.0,0.0,33.0
562,2014-07-17,11610,2014-07-17,267.0,0.0,23.0
563,2014-07-18,11657,2014-07-18,283.0,0.0,14.0
564,2014-07-19,11764,2014-07-19,267.0,0.0,13.0
565,2014-07-20,10805,2014-07-20,267.0,0.0,15.0
566,2014-07-21,11029,2014-07-21,278.0,0.0,25.0
567,2014-07-22,11192,2014-07-22,289.0,0.0,27.0
568,2014-07-23,10221,2014-07-23,339.0,0.0,29.0
569,2014-07-24,10690,2014-07-24,256.0,15.0,30.0
570,2014-07-25,12311,2014-07-25,278.0,0.0,25.0
571,2014-07-26,11983,2014-07-26,306.0,0.0,27.0
572,2014-07-27,10005,2014-07-27,289.0,18.0,39.0
573,2014-07-28,10688,2014-07-28,272.0,0.0,53.0
574,2014-07-29,11358,2014-07-29,233.0,0.0,44.0
575,2014-07-30,11359,2014-07-30,261.0,0.0,16.0
576,2014-07-31,10982,2014-07-31,294.0,0.0,22.0
577,2014-08-01,9852,2014-08-01,250.0,0.0,22.0
578,2014-08-02,10837,2014-08-02,261.0,3.0,18.0
579,2014-08-03,9824,2014-08-03,283.0,38.0,15.0
580,2014-08-04,10887,2014-08-04,294.0,0.0,21.0
581,2014-08-05,10716,2014-08-05,306.0,0.0,11.0
582,2014-08-06,10951,2014-08-06,289.0,0.0,21.0
583,2014-08-07,11063,2014-08-07,289.0,0.0,25.0
584,2014-08-08,11274,2014-08-08,272.0,0.0,15.0
585,2014-08-09,10356,2014-08-09,278.0,0.0,17.0
586,2014-08-10,10679,2014-08-10,289.0,0.0,16.0
587,2014-08-11,9612,2014-08-11,278.0,30.0,22.0
588,2014-08-12,5971,2014-08-12,250.0,287.0,18.0
589,2014-08-13,10882,2014-08-13,278.0,0.0,47.0
590,2014-08-14,11006,2014-08-14,278.0,0.0,34.0
591,2014-08-15,11942,2014-08-15,261.0,0.0,20.0
592,2014-08-16,12251,2014-08-16,272.0,0.0,17.0
593,2014-08-17,10588,2014-08-17,306.0,5.0,26.0
594,2014-08-18,10714,2014-08-18,278.0,0.0,14.0
595,2014-08-19,10530,2014-08-19,278.0,0.0,26.0
596,2014-08-20,9150,2014-08-20,289.0,251.0,24.0
597,2014-08-21,9735,2014-08-21,294.0,363.0,11.0
598,2014-08-22,10244,2014-08-22,272.0,8.0,15.0
599,2014-08-23,6431,2014-08-23,217.0,211.0,22.0
600,2014-08-24,10792,2014-08-24,244.0,0.0,15.0
601,2014-08-25,10744,2014-08-25,272.0,0.0,16.0
602,2014-08-26,10874,2014-08-26,294.0,0.0,13.0
603,2014-08-27,11138,2014-08-27,306.0,0.0,11.0
604,2014-08-28,11061,2014-08-28,278.0,0.0,36.0
605,2014-08-29,11612,2014-08-29,261.0,0.0,16.0
606,2014-08-30,10214,2014-08-30,267.0,0.0,26.0
607,2014-08-31,8940,2014-08-31,322.0,112.0,33.0
608,2014-09-01,8303,2014-09-01,317.0,3.0,13.0
609,2014-09-02,8623,2014-09-02,322.0,30.0,23.0
610,2014-09-03,10412,2014-09-03,294.0,0.0,9.0
611,2014-09-04,10830,2014-09-04,300.0,0.0,22.0
612,2014-09-05,11006,2014-09-05,317.0,0.0,19.0
613,2014-09-06,9315,2014-09-06,328.0,3.0,27.0
614,2014-09-07,11229,2014-09-07,256.0,0.0,43.0
615,2014-09-08,10377,2014-09-08,222.0,0.0,26.0
616,2014-09-09,10978,2014-09-09,233.0,0.0,29.0
617,2014-09-10,11233,2014-09-10,250.0,0.0,27.0
618,2014-09-11,10997,2014-09-11,300.0,0.0,40.0
619,2014-09-12,12179,2014-09-12,233.0,0.0,37.0
620,2014-09-13,8207,2014-09-13,206.0,18.0,24.0
621,2014-09-14,11911,2014-09-14,200.0,0.0,16.0
622,2014-09-15,11348,2014-09-15,228.0,0.0,12.0
623,2014-09-16,12134,2014-09-16,244.0,0.0,28.0
624,2014-09-17,11633,2014-09-17,233.0,0.0,11.0
625,2014-09-18,11507,2014-09-18,250.0,0.0,16.0
626,2014-09-19,11855,2014-09-19,228.0,0.0,29.0
627,2014-09-20,12677,2014-09-20,261.0,0.0,22.0
628,2014-09-21,10737,2014-09-21,289.0,0.0,28.0
629,2014-09-22,11002,2014-09-22,222.0,0.0,49.0
630,2014-09-23,11592,2014-09-23,211.0,0.0,18.0
631,2014-09-24,9309,2014-09-24,200.0,15.0,31.0
632,2014-09-25,6645,2014-09-25,194.0,147.0,42.0
633,2014-09-26,12131,2014-09-26,244.0,0.0,24.0
634,2014-09-27,12626,2014-09-27,267.0,0.0,16.0
635,2014-09-28,10904,2014-09-28,267.0,0.0,8.0
636,2014-09-29,10628,2014-09-29,211.0,0.0,8.0
637,2014-09-30,11608,2014-09-30,228.0,20.0,14.0
638,2014-10-01,10550,2014-10-01,222.0,10.0,18.0
639,2014-10-02,11697,2014-10-02,233.0,0.0,13.0
640,2014-10-03,10903,2014-10-03,206.0,23.0,40.0
641,2014-10-04,10642,2014-10-04,194.0,23.0,46.0
642,2014-10-05,9647,2014-10-05,161.0,0.0,21.0
643,2014-10-06,10655,2014-10-06,228.0,0.0,41.0
644,2014-10-07,9464,2014-10-07,206.0,69.0,45.0
645,2014-10-08,11261,2014-10-08,244.0,0.0,38.0
646,2014-10-09,11230,2014-10-09,211.0,0.0,23.0
647,2014-10-10,8144,2014-10-10,161.0,3.0,12.0
648,2014-10-11,5697,2014-10-11,144.0,102.0,31.0
649,2014-10-12,9419,2014-10-12,150.0,0.0,14.0
650,2014-10-13,6611,2014-10-13,183.0,8.0,5.0
651,2014-10-14,10900,2014-10-14,261.0,5.0,58.0
652,2014-10-15,6100,2014-10-15,217.0,330.0,34.0
653,2014-10-16,10076,2014-10-16,183.0,36.0,18.0
654,2014-10-17,11940,2014-10-17,217.0,0.0,28.0
655,2014-10-18,10848,2014-10-18,206.0,0.0,51.0
656,2014-10-19,8121,2014-10-19,144.0,0.0,60.0
657,2014-10-20,9426,2014-10-20,189.0,0.0,19.0
658,2014-10-21,7467,2014-10-21,200.0,79.0,22.0
659,2014-10-22,4386,2014-10-22,128.0,66.0,58.0
660,2014-10-23,9754,2014-10-23,178.0,0.0,79.0
661,2014-10-24,10453,2014-10-24,194.0,0.0,45.0
662,2014-10-25,11182,2014-10-25,222.0,0.0,26.0
663,2014-10-26,10253,2014-10-26,200.0,0.0,52.0
664,2014-10-27,10538,2014-10-27,217.0,0.0,18.0
665,2014-10-28,11582,2014-10-28,278.0,0.0,38.0
666,2014-10-29,9396,2014-10-29,194.0,13.0,22.0
667,2014-10-30,10045,2014-10-30,150.0,0.0,19.0
668,2014-10-31,9575,2014-10-31,122.0,0.0,13.0
669,2014-11-01,6064,2014-11-01,100.0,0.0,66.0
670,2014-11-02,5643,2014-11-02,94.0,0.0,84.0
671,2014-11-03,8563,2014-11-03,161.0,0.0,30.0
672,2014-11-04,9809,2014-11-04,211.0,0.0,21.0
673,2014-11-05,9118,2014-11-05,178.0,5.0,16.0
674,2014-11-06,7306,2014-11-06,167.0,79.0,20.0
675,2014-11-07,8690,2014-11-07,122.0,0.0,68.0
676,2014-11-08,7551,2014-11-08,100.0,0.0,27.0
677,2014-11-09,7826,2014-11-09,139.0,0.0,12.0
678,2014-11-10,9294,2014-11-10,167.0,0.0,16.0
679,2014-11-11,10772,2014-11-11,211.0,0.0,17.0
680,2014-11-12,9539,2014-11-12,167.0,0.0,34.0
681,2014-11-13,7124,2014-11-13,67.0,0.0,34.0
682,2014-11-14,7018,2014-11-14,44.0,0.0,49.0
683,2014-11-15,5938,2014-11-15,61.0,0.0,25.0
684,2014-11-16,4737,2014-11-16,61.0,15.0,16.0
685,2014-11-17,4083,2014-11-17,83.0,168.0,42.0
686,2014-11-18,5528,2014-11-18,22.0,0.0,70.0
687,2014-11-19,5982,2014-11-19,17.0,0.0,32.0
688,2014-11-20,7235,2014-11-20,111.0,0.0,44.0
689,2014-11-21,6345,2014-11-21,17.0,0.0,41.0
690,2014-11-22,5561,2014-11-22,94.0,0.0,32.0
691,2014-11-23,5560,2014-11-23,122.0,66.0,26.0
692,2014-11-24,9142,2014-11-24,211.0,38.0,54.0
693,2014-11-25,8127,2014-11-25,150.0,0.0,20.0
694,2014-11-26,1424,2014-11-26,72.0,305.0,35.0
695,2014-11-27,1843,2014-11-27,67.0,0.0,27.0
696,2014-11-28,2609,2014-11-28,28.0,0.0,36.0
697,2014-11-29,3651,2014-11-29,72.0,0.0,22.0
698,2014-11-30,4966,2014-11-30,178.0,0.0,43.0
699,2014-12-01,6314,2014-12-01,211.0,3.0,41.0
700,2014-12-02,2653,2014-12-02,50.0,137.0,25.0
701,2014-12-03,6853,2014-12-03,94.0,5.0,45.0
702,2014-12-04,7332,2014-12-04,61.0,0.0,17.0
703,2014-12-05,5986,2014-12-05,44.0,10.0,15.0
704,2014-12-06,2677,2014-12-06,89.0,135.0,33.0
705,2014-12-07,5253,2014-12-07,67.0,0.0,59.0
706,2014-12-08,6026,2014-12-08,17.0,18.0,37.0
707,2014-12-09,3290,2014-12-09,56.0,114.0,55.0
708,2014-12-10,6697,2014-12-10,72.0,0.0,82.0
709,2014-12-11,6320,2014-12-11,39.0,0.0,60.0
710,2014-12-12,6760,2014-12-12,56.0,0.0,52.0
711,2014-12-13,5623,2014-12-13,89.0,0.0,29.0
712,2014-12-14,5247,2014-12-14,111.0,0.0,51.0
713,2014-12-15,7638,2014-12-15,144.0,0.0,11.0
714,2014-12-16,5947,2014-12-16,67.0,104.0,10.0
715,2014-12-17,7369,2014-12-17,111.0,0.0,43.0
